,season,home,homegoals,away,awaygoals
1782,['2020-2021'],Everton,1,Manchester City,3
1783,['2020-2021'],Burnley,1,Fulham,1
1784,['2020-2021'],Chelsea,2,Newcastle,0
1785,['2020-2021'],West Ham,3,Sheffield Utd,0
1786,['2020-2021'],Everton,0,Fulham,2
1787,['2020-2021'],Arsenal,4,Leeds,2
1788,['2020-2021'],West Brom,1,Manchester Utd,1
1789,['2020-2021'],Southampton,1,Wolves,2
1790,['2020-2021'],Brighton,0,Aston Villa,0
1791,['2020-2021'],Manchester City,3,Tottenham,0
1792,['2020-2021'],Crystal Palace,0,Burnley,3
1793,['2020-2021'],Leicester,3,Liverpool,1
1794,['2020-2021'],Leeds,2,Crystal Palace,0
1795,['2020-2021'],Sheffield Utd,1,Chelsea,2
1796,['2020-2021'],Liverpool,1,Manchester City,4
1797,['2020-2021'],Wolves,0,Leicester,0
1798,['2020-2021'],Tottenham,2,West Brom,0
1799,['2020-2021'],Manchester Utd,3,Everton,3
1800,['2020-2021'],Fulham,0,West Ham,0
1801,['2020-2021'],Burnley,1,Brighton,1
1802,['2020-2021'],Newcastle,3,Southampton,2
1803,['2020-2021'],Aston Villa,1,Arsenal,0
1804,['2020-2021'],Tottenham,0,Chelsea,1
1805,['2020-2021'],Aston Villa,1,West Ham,3
1806,['2020-2021'],Liverpool,0,Brighton,1
1807,['2020-2021'],Leeds,1,Everton,2
1808,['2020-2021'],Burnley,0,Manchester City,2
1809,['2020-2021'],Fulham,0,Leicester,2
1810,['2020-2021'],Manchester Utd,9,Southampton,0
1811,['2020-2021'],Newcastle,1,Crystal Palace,2
1812,['2020-2021'],Sheffield Utd,2,West Brom,1
1813,['2020-2021'],Wolves,2,Arsenal,1
1814,['2020-2021'],Brighton,1,Tottenham,0
1815,['2020-2021'],West Ham,1,Liverpool,3
1816,['2020-2021'],Leicester,1,Leeds,3
1817,['2020-2021'],Chelsea,2,Burnley,0
1818,['2020-2021'],Southampton,0,Aston Villa,1
1819,['2020-2021'],Arsenal,0,Manchester Utd,0
1820,['2020-2021'],Crystal Palace,1,Wolves,0
1821,['2020-2021'],Manchester City,1,Sheffield Utd,0
1822,['2020-2021'],West Brom,2,Fulham,2
1823,['2020-2021'],Everton,0,Newcastle,2
1824,['2020-2021'],Tottenham,1,Liverpool,3
1825,['2020-2021'],Everton,1,Leicester,1
1826,['2020-2021'],Manchester Utd,1,Sheffield Utd,2
1827,['2020-2021'],Brighton,0,Fulham,0
1828,['2020-2021'],Burnley,3,Aston Villa,2
1829,['2020-2021'],Chelsea,0,Wolves,0
1830,['2020-2021'],Southampton,1,Arsenal,3
1831,['2020-2021'],West Brom,0,Manchester City,5
1832,['2020-2021'],Crystal Palace,2,West Ham,3
1833,['2020-2021'],Newcastle,1,Leeds,2
1834,['2020-2021'],Aston Villa,2,Newcastle,0
1835,['2020-2021'],Liverpool,0,Burnley,1
1836,['2020-2021'],Fulham,1,Manchester Utd,2
1837,['2020-2021'],Manchester City,2,Aston Villa,0
1838,['2020-2021'],Leicester,2,Chelsea,0
1839,['2020-2021'],West Ham,2,West Brom,1
1840,['2020-2021'],Arsenal,2,Brighton,0
1841,['2020-2021'],Aston Villa,2,Chelsea,1
1842,['2020-2021'],Fulham,0,Newcastle,2
1843,['2020-2021'],Leeds,3,West Brom,1
1844,['2020-2021'],Leicester,2,Tottenham,4
1845,['2020-2021'],Liverpool,2,Crystal Palace,0
1846,['2020-2021'],Manchester City,5,Everton,0
1847,['2020-2021'],Sheffield Utd,1,Burnley,0
1848,['2020-2021'],West Ham,3,Southampton,0
1849,['2020-2021'],Wolves,1,Manchester Utd,2
1850,['2020-2021'],Burnley,0,Liverpool,3
1851,['2020-2021'],West Brom,1,West Ham,3
1852,['2020-2021'],Crystal Palace,1,Arsenal,3
1853,['2020-2021'],Everton,1,Wolves,0
1854,['2020-2021'],Newcastle,1,Sheffield Utd,0
1855,['2020-2021'],Tottenham,1,Aston Villa,2
1856,['2020-2021'],Chelsea,2,Leicester,1
1857,['2020-2021'],Brighton,3,Manchester City,2
1858,['2020-2021'],Manchester Utd,1,Fulham,1
1859,['2020-2021'],Southampton,0,Leeds,2
1860,['2020-2021'],Everton,0,Sheffield Utd,1
1861,['2020-2021'],West Brom,1,Liverpool,2
1862,['2020-2021'],Tottenham,2,Wolves,0
1863,['2020-2021'],Crystal Palace,3,Aston Villa,2
1864,['2020-2021'],Brighton,1,West Ham,1
1865,['2020-2021'],Southampton,3,Fulham,1
1866,['2020-2021'],Burnley,0,Leeds,4
1867,['2020-2021'],Newcastle,3,Manchester City,4
1868,['2020-2021'],Manchester Utd,2,Liverpool,4
1869,['2020-2021'],Aston Villa,0,Everton,0
1870,['2020-2021'],Chelsea,0,Arsenal,1
1871,['2020-2021'],Southampton,3,Crystal Palace,1
1872,['2020-2021'],Manchester Utd,1,Leicester,2
1873,['2020-2021'],Fulham,0,Burnley,2
1874,['2020-2021'],Arsenal,3,West Brom,1
1875,['2020-2021'],West Ham,0,Everton,1
1876,['2020-2021'],Aston Villa,1,Manchester Utd,3
1877,['2020-2021'],Wolves,2,Brighton,1
1878,['2020-2021'],Liverpool,2,Southampton,0
1879,['2020-2021'],Manchester City,1,Chelsea,2
1880,['2020-2021'],Sheffield Utd,0,Crystal Palace,2
1881,['2020-2021'],Leeds,3,Tottenham,1
1882,['2020-2021'],Leicester,2,Newcastle,4
1883,['2020-2021'],Burnley,1,West Ham,2
1884,['2020-2021'],West Brom,1,Wolves,1
1885,['2020-2021'],Tottenham,4,Sheffield Utd,0
1886,['2020-2021'],Newcastle,0,Arsenal,2
1887,['2020-2021'],Everton,1,Aston Villa,2
1888,['2020-2021'],Chelsea,2,Fulham,0
1889,['2020-2021'],Brighton,2,Leeds,0
1890,['2020-2021'],Crystal Palace,0,Manchester City,2
1891,['2020-2021'],Southampton,1,Leicester,1
1892,['2020-2021'],Leicester,2,Crystal Palace,1
1893,['2020-2021'],Aston Villa,2,West Brom,2
1894,['2020-2021'],Leeds,0,Manchester Utd,0
1895,['2020-2021'],Wolves,0,Burnley,4
1896,['2020-2021'],Sheffield Utd,1,Brighton,0
1897,['2020-2021'],West Ham,0,Chelsea,1
1898,['2020-2021'],Liverpool,1,Newcastle,1
1899,['2020-2021'],Arsenal,0,Everton,1
1900,['2020-2021'],Leicester,3,West Brom,0
1901,['2020-2021'],Aston Villa,1,Manchester City,2
1902,['2020-2021'],Tottenham,2,Southampton,1
1903,['2020-2021'],Chelsea,0,Brighton,0
1904,['2020-2021'],Leeds,1,Liverpool,1
1905,['2020-2021'],Manchester Utd,3,Burnley,1
1906,['2020-2021'],Arsenal,1,Fulham,1
1907,['2020-2021'],Wolves,1,Sheffield Utd,0
1908,['2020-2021'],Newcastle,3,West Ham,2
1909,['2020-2021'],Everton,2,Tottenham,2
1910,['2020-2021'],Brighton,0,Everton,0
1911,['2020-2021'],West Brom,3,Southampton,0
1912,['2020-2021'],Sheffield Utd,0,Arsenal,3
1913,['2020-2021'],Tottenham,1,Manchester Utd,3
1914,['2020-2021'],West Ham,3,Leicester,2
1915,['2020-2021'],Burnley,1,Newcastle,2
1916,['2020-2021'],Crystal Palace,1,Chelsea,4
1917,['2020-2021'],Liverpool,2,Aston Villa,1
1918,['2020-2021'],Manchester City,1,Leeds,2
1919,['2020-2021'],Fulham,0,Wolves,1
1920,['2020-2021'],Wolves,2,West Ham,3
1921,['2020-2021'],Everton,1,Crystal Palace,1
1922,['2020-2021'],Manchester Utd,2,Brighton,1
1923,['2020-2021'],Aston Villa,3,Fulham,1
1924,['2020-2021'],Newcastle,2,Tottenham,2
1925,['2020-2021'],Southampton,3,Burnley,2
1926,['2020-2021'],Arsenal,0,Liverpool,3
1927,['2020-2021'],Leicester,0,Manchester City,2
1928,['2020-2021'],Leeds,2,Sheffield Utd,1
1929,['2020-2021'],Chelsea,2,West Brom,5
1930,['2020-2021'],Aston Villa,0,Tottenham,2
1931,['2020-2021'],West Ham,3,Arsenal,3
1932,['2020-2021'],Brighton,3,Newcastle,0
1933,['2020-2021'],Fulham,1,Leeds,2
1934,['2020-2021'],Wolves,0,Liverpool,1
1935,['2020-2021'],Manchester Utd,1,West Ham,0
1936,['2020-2021'],Arsenal,2,Tottenham,1
1937,['2020-2021'],Leicester,5,Sheffield Utd,0
1938,['2020-2021'],Southampton,1,Brighton,2
1939,['2020-2021'],Fulham,0,Manchester City,3
1940,['2020-2021'],Everton,1,Burnley,2
1941,['2020-2021'],Crystal Palace,1,West Brom,0
1942,['2020-2021'],Leeds,0,Chelsea,0
1943,['2020-2021'],Newcastle,1,Aston Villa,1
1944,['2020-2021'],Manchester City,5,Southampton,2
1945,['2020-2021'],West Ham,2,Leeds,0
1946,['2020-2021'],Chelsea,2,Everton,0
1947,['2020-2021'],Tottenham,4,Crystal Palace,1
1948,['2020-2021'],Manchester City,0,Manchester Utd,2
1949,['2020-2021'],Liverpool,0,Fulham,1
1950,['2020-2021'],West Brom,0,Newcastle,0
1951,['2020-2021'],Brighton,1,Leicester,2
1952,['2020-2021'],Aston Villa,0,Wolves,0
1953,['2020-2021'],Sheffield Utd,0,Southampton,2
1954,['2020-2021'],Burnley,1,Arsenal,1
1955,['2020-2021'],Liverpool,0,Chelsea,1
1956,['2020-2021'],Fulham,0,Tottenham,1
1957,['2020-2021'],West Brom,0,Everton,1
1958,['2020-2021'],Crystal Palace,0,Manchester Utd,0
1959,['2020-2021'],Burnley,1,Leicester,1
1960,['2020-2021'],Sheffield Utd,1,Aston Villa,0
1961,['2020-2021'],Manchester City,4,Wolves,1
1962,['2020-2021'],Everton,1,Southampton,0
1963,['2020-2021'],Sheffield Utd,0,Liverpool,2
1964,['2020-2021'],Chelsea,0,Manchester Utd,0
1965,['2020-2021'],Tottenham,4,Burnley,0
1966,['2020-2021'],Crystal Palace,0,Fulham,0
1967,['2020-2021'],Leicester,1,Arsenal,3
1968,['2020-2021'],Newcastle,1,Wolves,1
1969,['2020-2021'],Leeds,0,Aston Villa,1
1970,['2020-2021'],West Brom,1,Brighton,0
1971,['2020-2021'],Manchester City,2,West Ham,1
1972,['2020-2021'],Leeds,3,Southampton,0
1973,['2020-2021'],Brighton,1,Crystal Palace,2
1974,['2020-2021'],Manchester Utd,3,Newcastle,1
1975,['2020-2021'],Arsenal,0,Manchester City,1
1976,['2020-2021'],Aston Villa,1,Leicester,2
1977,['2020-2021'],West Ham,2,Tottenham,1
1978,['2020-2021'],Fulham,1,Sheffield Utd,0
1979,['2020-2021'],Liverpool,0,Everton,2
1980,['2020-2021'],Burnley,0,West Brom,0
1981,['2020-2021'],Southampton,1,Chelsea,1
1982,['2020-2021'],Wolves,1,Leeds,0
1983,['2020-2021'],Everton,1,Manchester City,3
1984,['2020-2021'],Burnley,1,Fulham,1
1985,['2020-2021'],Chelsea,2,Newcastle,0
1986,['2020-2021'],West Ham,3,Sheffield Utd,0
1987,['2020-2021'],Everton,0,Fulham,2
1988,['2020-2021'],Arsenal,4,Leeds,2
1989,['2020-2021'],West Brom,1,Manchester Utd,1
1990,['2020-2021'],Southampton,1,Wolves,2
1991,['2020-2021'],Brighton,0,Aston Villa,0
1992,['2020-2021'],Manchester City,3,Tottenham,0
1993,['2020-2021'],Crystal Palace,0,Burnley,3
1994,['2020-2021'],Leicester,3,Liverpool,1
1995,['2020-2021'],Leeds,2,Crystal Palace,0
1996,['2020-2021'],Sheffield Utd,1,Chelsea,2
1997,['2020-2021'],Liverpool,1,Manchester City,4
1998,['2020-2021'],Wolves,0,Leicester,0
1999,['2020-2021'],Tottenham,2,West Brom,0
2000,['2020-2021'],Manchester Utd,3,Everton,3
2001,['2020-2021'],Fulham,0,West Ham,0
2002,['2020-2021'],Burnley,1,Brighton,1
2003,['2020-2021'],Newcastle,3,Southampton,2
2004,['2020-2021'],Aston Villa,1,Arsenal,0
2005,['2020-2021'],Tottenham,0,Chelsea,1
2006,['2020-2021'],Aston Villa,1,West Ham,3
2007,['2020-2021'],Liverpool,0,Brighton,1
2008,['2020-2021'],Leeds,1,Everton,2
2009,['2020-2021'],Burnley,0,Manchester City,2
2010,['2020-2021'],Fulham,0,Leicester,2
2011,['2020-2021'],Manchester Utd,9,Southampton,0
2012,['2020-2021'],Newcastle,1,Crystal Palace,2
2013,['2020-2021'],Sheffield Utd,2,West Brom,1
2014,['2020-2021'],Wolves,2,Arsenal,1
2015,['2020-2021'],Brighton,1,Tottenham,0
2016,['2020-2021'],West Ham,1,Liverpool,3
2017,['2020-2021'],Leicester,1,Leeds,3
2018,['2020-2021'],Chelsea,2,Burnley,0
2019,['2020-2021'],Southampton,0,Aston Villa,1
2020,['2020-2021'],Arsenal,0,Manchester Utd,0
2021,['2020-2021'],Crystal Palace,1,Wolves,0
2022,['2020-2021'],Manchester City,1,Sheffield Utd,0
2023,['2020-2021'],West Brom,2,Fulham,2
2024,['2020-2021'],Everton,0,Newcastle,2
2025,['2020-2021'],Tottenham,1,Liverpool,3
2026,['2020-2021'],Everton,1,Leicester,1
2027,['2020-2021'],Manchester Utd,1,Sheffield Utd,2
2028,['2020-2021'],Brighton,0,Fulham,0
2029,['2020-2021'],Burnley,3,Aston Villa,2
2030,['2020-2021'],Chelsea,0,Wolves,0
2031,['2020-2021'],Southampton,1,Arsenal,3
2032,['2020-2021'],West Brom,0,Manchester City,5
2033,['2020-2021'],Crystal Palace,2,West Ham,3
2034,['2020-2021'],Newcastle,1,Leeds,2
2035,['2020-2021'],Aston Villa,2,Newcastle,0
2036,['2020-2021'],Liverpool,0,Burnley,1
2037,['2020-2021'],Fulham,1,Manchester Utd,2
2038,['2020-2021'],Manchester City,2,Aston Villa,0
2039,['2020-2021'],Leicester,2,Chelsea,0
2040,['2020-2021'],West Ham,2,West Brom,1
2041,['2020-2021'],Arsenal,3,Newcastle,0
2042,['2020-2021'],Manchester City,4,Crystal Palace,0
2043,['2020-2021'],Liverpool,0,Manchester Utd,0
2044,['2020-2021'],Sheffield Utd,1,Tottenham,3
2045,['2020-2021'],Leicester,2,Southampton,0
2046,['2020-2021'],Fulham,0,Chelsea,1
2047,['2020-2021'],Leeds,0,Brighton,1
2048,['2020-2021'],West Ham,1,Burnley,0
2049,['2020-2021'],Wolves,2,West Brom,3
2050,['2020-2021'],Arsenal,0,Crystal Palace,0
2051,['2020-2021'],Tottenham,1,Fulham,1
2052,['2020-2021'],Manchester City,1,Brighton,0
2053,['2020-2021'],Burnley,0,Manchester Utd,1
2054,['2020-2021'],Wolves,1,Everton,2
2055,['2020-2021'],Sheffield Utd,1,Newcastle,0
2056,['2020-2021'],Southampton,1,Liverpool,0
2057,['2020-2021'],Chelsea,1,Manchester City,3
2058,['2020-2021'],Newcastle,1,Leicester,2
2059,['2020-2021'],West Brom,0,Arsenal,4
2060,['2020-2021'],Brighton,3,Wolves,3
2061,['2020-2021'],Crystal Palace,2,Sheffield Utd,0
2062,['2020-2021'],Tottenham,3,Leeds,0
2063,['2020-2021'],Manchester Utd,2,Aston Villa,1
2064,['2020-2021'],Everton,0,West Ham,1
2065,['2020-2021'],Newcastle,0,Liverpool,0
2066,['2020-2021'],Manchester Utd,1,Wolves,0
2067,['2020-2021'],Brighton,0,Arsenal,1
2068,['2020-2021'],Burnley,1,Sheffield Utd,0
2069,['2020-2021'],Southampton,0,West Ham,0
2070,['2020-2021'],West Brom,0,Leeds,5
2071,['2020-2021'],Chelsea,1,Aston Villa,1
2072,['2020-2021'],Crystal Palace,1,Leicester,1
2073,['2020-2021'],Wolves,1,Tottenham,1
2074,['2020-2021'],Liverpool,1,West Brom,1
2075,['2020-2021'],West Ham,2,Brighton,2
2076,['2020-2021'],Leeds,1,Burnley,0
2077,['2020-2021'],Manchester City,2,Newcastle,0
2078,['2020-2021'],Sheffield Utd,0,Everton,1
2079,['2020-2021'],Arsenal,3,Chelsea,1
2080,['2020-2021'],Aston Villa,3,Crystal Palace,0
2081,['2020-2021'],Fulham,0,Southampton,0
2082,['2020-2021'],Leicester,2,Manchester Utd,2
2083,['2020-2021'],Chelsea,3,West Ham,0
2084,['2020-2021'],Burnley,2,Wolves,1
2085,['2020-2021'],West Brom,0,Aston Villa,3
2086,['2020-2021'],Manchester Utd,6,Leeds,2
2087,['2020-2021'],Tottenham,0,Leicester,2
2088,['2020-2021'],Brighton,1,Sheffield Utd,1
2089,['2020-2021'],Newcastle,1,Fulham,1
2090,['2020-2021'],Everton,2,Arsenal,1
2091,['2020-2021'],Southampton,0,Manchester City,1
2092,['2020-2021'],Crystal Palace,0,Liverpool,7
2093,['2020-2021'],Sheffield Utd,2,Manchester Utd,3
2094,['2020-2021'],Aston Villa,0,Burnley,0
2095,['2020-2021'],Fulham,0,Brighton,0
2096,['2020-2021'],Liverpool,2,Tottenham,1
2097,['2020-2021'],West Ham,1,Crystal Palace,1
2098,['2020-2021'],Arsenal,1,Southampton,1
2099,['2020-2021'],Leeds,5,Newcastle,2
2100,['2020-2021'],Leicester,0,Everton,2
2101,['2020-2021'],Manchester City,1,West Brom,1
2102,['2020-2021'],Wolves,2,Chelsea,1
2103,['2020-2021'],Arsenal,0,Burnley,1
2104,['2020-2021'],Leicester,3,Brighton,0
2105,['2020-2021'],Fulham,1,Liverpool,1
2106,['2020-2021'],Crystal Palace,1,Tottenham,1
2107,['2020-2021'],Southampton,3,Sheffield Utd,0
2108,['2020-2021'],Everton,1,Chelsea,0
2109,['2020-2021'],Manchester Utd,0,Manchester City,0
2110,['2020-2021'],Newcastle,2,West Brom,1
2111,['2020-2021'],Wolves,0,Aston Villa,1
2112,['2020-2021'],Leeds,1,West Ham,2
2113,['2020-2021'],Brighton,1,Southampton,2
2114,['2020-2021'],Liverpool,4,Wolves,0
2115,['2020-2021'],Tottenham,2,Arsenal,0
2116,['2020-2021'],Sheffield Utd,1,Leicester,2
2117,['2020-2021'],West Brom,1,Crystal Palace,5
2118,['2020-2021'],Chelsea,3,Leeds,1
2119,['2020-2021'],West Ham,1,Manchester Utd,3
2120,['2020-2021'],Manchester City,2,Fulham,0
2121,['2020-2021'],Burnley,1,Everton,1
2122,['2020-2021'],West Ham,2,Aston Villa,1
2123,['2020-2021'],Leicester,1,Fulham,2
2124,['2020-2021'],Arsenal,1,Wolves,2
2125,['2020-2021'],Chelsea,0,Tottenham,0
2126,['2020-2021'],Southampton,2,Manchester Utd,3
2127,['2020-2021'],West Brom,1,Sheffield Utd,0
2128,['2020-2021'],Everton,0,Leeds,1
2129,['2020-2021'],Manchester City,5,Burnley,0
2130,['2020-2021'],Brighton,1,Liverpool,1
2131,['2020-2021'],Crystal Palace,0,Newcastle,2
2132,['2020-2021'],Wolves,1,Southampton,1
2133,['2020-2021'],Burnley,1,Crystal Palace,0
2134,['2020-2021'],Liverpool,3,Leicester,0
2135,['2020-2021'],Leeds,0,Arsenal,0
2136,['2020-2021'],Sheffield Utd,0,West Ham,1
2137,['2020-2021'],Fulham,2,Everton,3
2138,['2020-2021'],Manchester Utd,1,West Brom,0
2139,['2020-2021'],Tottenham,2,Manchester City,0
2140,['2020-2021'],Aston Villa,1,Brighton,2
2141,['2020-2021'],Newcastle,0,Chelsea,2
2142,['2019-2020'],Arsenal,3,Watford,2
2143,['2019-2020'],Burnley,1,Brighton,2
2144,['2019-2020'],Chelsea,2,Wolves,0
2145,['2019-2020'],Crystal Palace,1,Tottenham,1
2146,['2019-2020'],Everton,1,Bournemouth,3
2147,['2019-2020'],Leicester,0,Manchester Utd,2
2148,['2019-2020'],Manchester City,5,Norwich,0
2149,['2019-2020'],Newcastle,1,Liverpool,3
2150,['2019-2020'],Southampton,3,Sheffield Utd,1
2151,['2019-2020'],West Ham,1,Aston Villa,1
2152,['2019-2020'],Liverpool,5,Chelsea,3
2153,['2019-2020'],Manchester Utd,1,West Ham,1
2154,['2019-2020'],Aston Villa,1,Arsenal,0
2155,['2019-2020'],Watford,0,Manchester City,4
2156,['2019-2020'],Wolves,2,Crystal Palace,0
2157,['2019-2020'],Brighton,0,Newcastle,0
2158,['2019-2020'],Sheffield Utd,0,Everton,1
2159,['2019-2020'],Tottenham,3,Leicester,0
2160,['2019-2020'],Bournemouth,0,Southampton,2
2161,['2019-2020'],Norwich,0,Burnley,2
2162,['2019-2020'],West Ham,3,Watford,1
2163,['2019-2020'],Crystal Palace,0,Manchester Utd,2
2164,['2019-2020'],Southampton,1,Brighton,1
2165,['2019-2020'],Everton,1,Aston Villa,1
2166,['2019-2020'],Leicester,2,Sheffield Utd,0
2167,['2019-2020'],Arsenal,2,Liverpool,1
2168,['2019-2020'],Burnley,1,Wolves,1
2169,['2019-2020'],Manchester City,2,Bournemouth,1
2170,['2019-2020'],Newcastle,1,Tottenham,3
2171,['2019-2020'],Chelsea,1,Norwich,0
2172,['2019-2020'],Manchester Utd,2,Southampton,2
2173,['2019-2020'],Bournemouth,4,Leicester,1
2174,['2019-2020'],Tottenham,2,Arsenal,1
2175,['2019-2020'],Aston Villa,2,Crystal Palace,0
2176,['2019-2020'],Wolves,3,Everton,0
2177,['2019-2020'],Brighton,0,Manchester City,5
2178,['2019-2020'],Sheffield Utd,3,Chelsea,0
2179,['2019-2020'],Liverpool,1,Burnley,1
2180,['2019-2020'],Norwich,0,West Ham,4
2181,['2019-2020'],Watford,2,Newcastle,1
2182,['2019-2020'],Aston Villa,0,Manchester Utd,3
2183,['2019-2020'],Bournemouth,0,Tottenham,0
2184,['2019-2020'],Everton,1,Southampton,1
2185,['2019-2020'],Brighton,1,Liverpool,3
2186,['2019-2020'],Manchester City,5,Newcastle,0
2187,['2019-2020'],Sheffield Utd,1,Wolves,0
2188,['2019-2020'],West Ham,0,Burnley,1
2189,['2019-2020'],Arsenal,1,Leicester,1
2190,['2019-2020'],Crystal Palace,2,Chelsea,3
2191,['2019-2020'],Watford,2,Norwich,1
2192,['2019-2020'],Tottenham,1,Everton,0
2193,['2019-2020'],Southampton,1,Manchester City,0
2194,['2019-2020'],Liverpool,2,Aston Villa,0
2195,['2019-2020'],Newcastle,2,West Ham,2
2196,['2019-2020'],Burnley,1,Sheffield Utd,1
2197,['2019-2020'],Chelsea,3,Watford,0
2198,['2019-2020'],Wolves,0,Arsenal,2
2199,['2019-2020'],Leicester,3,Crystal Palace,0
2200,['2019-2020'],Manchester Utd,5,Bournemouth,2
2201,['2019-2020'],Norwich,0,Brighton,1
2202,['2019-2020'],Manchester City,4,Liverpool,0
2203,['2019-2020'],Sheffield Utd,3,Tottenham,1
2204,['2019-2020'],West Ham,3,Chelsea,2
2205,['2019-2020'],Arsenal,4,Norwich,0
2206,['2019-2020'],Bournemouth,1,Newcastle,4
2207,['2019-2020'],Everton,2,Leicester,1
2208,['2019-2020'],Brighton,0,Manchester Utd,3
2209,['2019-2020'],Crystal Palace,0,Burnley,1
2210,['2019-2020'],Watford,1,Southampton,3
2211,['2019-2020'],Aston Villa,0,Wolves,1
2212,['2019-2020'],Chelsea,2,Manchester City,1
2213,['2019-2020'],Burnley,1,Watford,0
2214,['2019-2020'],Southampton,0,Arsenal,2
2215,['2019-2020'],Liverpool,4,Crystal Palace,0
2216,['2019-2020'],Manchester Utd,3,Sheffield Utd,0
2217,['2019-2020'],Newcastle,1,Aston Villa,1
2218,['2019-2020'],Norwich,0,Everton,1
2219,['2019-2020'],Wolves,1,Bournemouth,0
2220,['2019-2020'],Tottenham,2,West Ham,0
2221,['2019-2020'],Leicester,0,Brighton,0
2222,['2019-2020'],Manchester City,5,Burnley,0
2223,['2019-2020'],Everton,0,Liverpool,0
2224,['2019-2020'],Aston Villa,1,Chelsea,2
2225,['2019-2020'],Newcastle,3,Sheffield Utd,0
2226,['2019-2020'],Bournemouth,0,Crystal Palace,2
2227,['2019-2020'],West Ham,0,Wolves,2
2228,['2019-2020'],Brighton,2,Arsenal,1
2229,['2019-2020'],Watford,1,Leicester,1
2230,['2019-2020'],Tottenham,1,Manchester Utd,1
2231,['2019-2020'],Norwich,0,Southampton,3
2232,['2019-2020'],Manchester City,3,Arsenal,0
2233,['2019-2020'],Aston Villa,0,Sheffield Utd,0
2234,['2019-2020'],Leicester,4,Aston Villa,0
2235,['2019-2020'],Manchester Utd,2,Manchester City,0
2236,['2019-2020'],Chelsea,4,Everton,0
2237,['2019-2020'],Burnley,1,Tottenham,1
2238,['2019-2020'],Arsenal,1,West Ham,0
2239,['2019-2020'],Crystal Palace,1,Watford,0
2240,['2019-2020'],Sheffield Utd,1,Norwich,0
2241,['2019-2020'],Southampton,0,Newcastle,1
2242,['2019-2020'],Wolves,0,Brighton,0
2243,['2019-2020'],Liverpool,2,Bournemouth,1
2244,['2019-2020'],Everton,1,Manchester Utd,1
2245,['2019-2020'],Tottenham,2,Wolves,3
2246,['2019-2020'],Arsenal,3,Watford,2
2247,['2019-2020'],Burnley,1,Brighton,2
2248,['2019-2020'],Chelsea,2,Wolves,0
2249,['2019-2020'],Crystal Palace,1,Tottenham,1
2250,['2019-2020'],Everton,1,Bournemouth,3
2251,['2019-2020'],Leicester,0,Manchester Utd,2
2252,['2019-2020'],Manchester City,5,Norwich,0
2253,['2019-2020'],Newcastle,1,Liverpool,3
2254,['2019-2020'],Southampton,3,Sheffield Utd,1
2255,['2019-2020'],West Ham,1,Aston Villa,1
2256,['2019-2020'],Liverpool,5,Chelsea,3
2257,['2019-2020'],Manchester Utd,1,West Ham,1
2258,['2019-2020'],Aston Villa,1,Arsenal,0
2259,['2019-2020'],Watford,0,Manchester City,4
2260,['2019-2020'],Wolves,2,Crystal Palace,0
2261,['2019-2020'],Brighton,0,Newcastle,0
2262,['2019-2020'],Sheffield Utd,0,Everton,1
2263,['2019-2020'],Tottenham,3,Leicester,0
2264,['2019-2020'],Bournemouth,0,Southampton,2
2265,['2019-2020'],Norwich,0,Burnley,2
2266,['2019-2020'],West Ham,3,Watford,1
2267,['2019-2020'],Crystal Palace,0,Manchester Utd,2
2268,['2019-2020'],Southampton,1,Brighton,1
2269,['2019-2020'],Everton,1,Aston Villa,1
2270,['2019-2020'],Leicester,2,Sheffield Utd,0
2271,['2019-2020'],Arsenal,2,Liverpool,1
2272,['2019-2020'],Burnley,1,Wolves,1
2273,['2019-2020'],Manchester City,2,Bournemouth,1
2274,['2019-2020'],Newcastle,1,Tottenham,3
2275,['2019-2020'],Chelsea,1,Norwich,0
2276,['2019-2020'],Manchester Utd,2,Southampton,2
2277,['2019-2020'],Bournemouth,4,Leicester,1
2278,['2019-2020'],Tottenham,2,Arsenal,1
2279,['2019-2020'],Aston Villa,2,Crystal Palace,0
2280,['2019-2020'],Wolves,3,Everton,0
2281,['2019-2020'],Brighton,0,Manchester City,5
2282,['2019-2020'],Sheffield Utd,3,Chelsea,0
2283,['2019-2020'],Liverpool,1,Burnley,1
2284,['2019-2020'],Norwich,0,West Ham,4
2285,['2019-2020'],Watford,2,Newcastle,1
2286,['2019-2020'],Aston Villa,0,Manchester Utd,3
2287,['2019-2020'],Bournemouth,0,Tottenham,0
2288,['2019-2020'],Everton,1,Southampton,1
2289,['2019-2020'],Brighton,1,Liverpool,3
2290,['2019-2020'],Manchester City,5,Newcastle,0
2291,['2019-2020'],Sheffield Utd,1,Wolves,0
2292,['2019-2020'],West Ham,0,Burnley,1
2293,['2019-2020'],Arsenal,1,Leicester,1
2294,['2019-2020'],Crystal Palace,2,Chelsea,3
2295,['2019-2020'],Watford,2,Norwich,1
2296,['2019-2020'],Tottenham,1,Everton,0
2297,['2019-2020'],Southampton,1,Manchester City,0
2298,['2019-2020'],Liverpool,2,Aston Villa,0
2299,['2019-2020'],Newcastle,2,West Ham,2
2300,['2019-2020'],Burnley,1,Sheffield Utd,1
2301,['2019-2020'],Chelsea,3,Watford,0
2302,['2019-2020'],Wolves,0,Arsenal,2
2303,['2019-2020'],Leicester,3,Crystal Palace,0
